,교과목명,주담당교수
3725,생체방어기전,정진호
3726,임상약물유전체약학,오정미
3727,세포병태생리학특강,신영기
3728,화학료법제 2,정낙신
3729,의약화학특론 2,이지우
3731,생약성분화학구조분석,김진웅
3771,생체유해래디컬작용론,정진호
3772,복약지도,Eunkyung Euni Lee
3774,사회약학연구방법론,홍송희
3775,생물의약분석,박정일
3779,분자병태생리학,신영기
3788,창의공학설계,박종근
3789,창의공학설계,채수익
3790,창의공학설계,홍성수
3794,창의공학설계,이혁재
3797,건설환경공학개론,김호경
3799,에너지자원공학개론,민기복
3802,공학지식의 실무응용,한지숙
3803,공학지식의 실무응용,백승렬
3805,공학지식의 실무응용,이재홍
3807,공학지식의 실무응용,이재진
3808,공학지식의 실무응용,지석호
3809,공학지식의 실무응용,김성준
3810,공학지식의 실무응용,정경재
3811,공학연구의 실습 1,이혁재
3812,공학연구의 실습 1,조성준
3814,공학연구의 실습 2,이혁재
3816,건축계획특론 1,신혜경
3818,건축의장론,김광현
3821,건축콘크리트공학특론,강현구
3823,건축설계연구 2,최두남
3824,건축설비계획특론,김용인
3826,한국건축사연구방법론,전봉희
3828,건축생산공학론,이현수
3829,콘크리트소성학특론,홍성걸
3831,건축환경계획방법론연구,정웅준
3832,대학원논문연구,김광현
3833,대학원논문연구,최두남
3851,건축설계스튜디오 3-2,최두남
3853,건축사 2,남성택
3856,건축시공기술,지세현
3859,건축설계스튜디오 4-2,김정임
3860,건축설계스튜디오 4-2,김주경
3862,디지털 디자인 연구,최재필
3863,건축설계스튜디오 5-2,손석훈
3869,도시건축·공간계획,박소현
3870,건축환경시스템,정웅준
3871,건축구조시스템,홍성걸
3874,건축재료역학 2,김남희
3875,건축설계 2,김정훈
3876,건축설계 2,류행수
3877,건축사개론,신윤정
3878,건축설비 1,정창호
3879,건설관리,이현수
3881,철근콘크리트 2,박홍근
3884,생산관리,문일경
3887,산업경영수리기법,이재욱
3889,데이터마이닝,조성준
3893,사용자중심 제품설계개발론,윤명환
3894,산업공학특론,조성준
3897,스케줄이론,박진우
3899,대학원 논문연구,박진우
3911,핵공학개론 2,황용석
3914,원자로동력학 및 제어,심형진
3917,시스템에너지전달공학,김응수
3919,에너지물리화학,황일순
3923,원자력계통,박군철
3925,유체역학기초,김용환
3927,컴퓨터이용선형설계,김태완
3935,선박해양추진장치,서정천
3937,조선해양 PLM 개론,신종계
3938,해양플랜트 FEED,서유택
3939,선박생산공학특강,신종계
3941,고급선박유체역학,서정천
3957,프로그래밍연습,전화숙
3959,전기전자회로,하순회
3964,컴퓨터구조,민상렬
3968,알고리즘,Seo Suk Jai
3969,컴파일러,Bernhard Egger
3973,기계학습 개론,장병탁
3976,객체지향시스템,김형주
3977,분산정보처리,엄현상
3978,기계학습,송현오
3979,기하모델링,김명수
3980,암호학,Srinivasa Rao Satti
3981,인공신경망,장병탁
3982,자연언어처리,김건희
3983,그래픽스특강,신영길
3987,데이터베이스특강,이상구
3989,실시간시스템특강,이창건
4027,논리설계 및 실험,백윤흥
4030,기초전자기학 및 연습,김성재
4032,전기시스템선형대수,김태정
4035,자료구조의 기초,윤성로
4036,아날로그전자회로,정덕균
4037,아날로그전자회로,김수환
4038,심화전기전자세미나,이창희
4039,전기에너지변환,정현교
4042,디지털 시스템 설계 및 실험,김현
4043,통신의 기초,이용환
4045,알고리즘의 기초,심규석
4046,전기전자세미나,박영준
4049,전기공학설계프로젝트,박영준
4050,전기공학설계프로젝트,박종근
4052,전기공학설계프로젝트,성원용
4053,전기공학설계프로젝트,이경무
4059,전기공학설계프로젝트,차상균
4060,전기공학설계프로젝트,채수익
4065,광전자공학,이창희
4066,디지털집적회로,김재하
4068,전력전자공학,하정익
4070,전기기기 및 제어,문승일
4071,최신제어기법,서진헌
4074,네트워크 프로토콜 설계 및 실습,최성현
4075,전기전자기술의 산업응용,안승권
4077,고급디지털집적회로,전동석
4078,아날로그집적회로,김수환
4080,전기기기최적설계,한승용
4082,전자에너지변환론,김용권
4088,전기에너지변환 및 회로특강,조보형
4089,내장형시스템소프트웨어,홍성수
4093,시스템소프트웨어특강,심규석
4094,컴퓨터 및 VLSI특강,고형석
4095,컴퓨터 및 VLSI특강,문수묵
4098,컴퓨터 및 VLSI특강,성원용
4099,컴퓨터 및 VLSI특강,채수익
4103,제어자동화특강,서진헌
4106,고급전자기학 2,남상욱
4108,통신공학특강,심병효
4109,통신공학특강,조남익
4113,반도체센서 및 엑츄에이터,전국진
4116,반도체소자특강,박영준
4118,디스플레이공학,이신두
4120,전자물리특강,정윤찬
4140,대학원논문연구,박종근
4143,대학원논문연구,서진헌
4167,대학원논문연구,채수익
4177,재료공학원리,강신후
4179,재료현대물리,황철성
4180,결정학개론,장호원
4182,재료물리화학2,박병우
4187,재료실험 1,김형준
4189,재료실험 1,주승기
4190,재료실험 2,김상국
4191,재료실험 2,강신후
4192,재료실험 2,유웅열
4194,재료의 전자기적 성질,김장주
4198,고분자재료물리,서용석
4201,재료종합실험,유상임
4205,재료종합설계,김현이
4206,재료결정결함,신광선
4207,최신반도체 재료 및 소자,황철성
4208,자성재료특강,유상임
4209,물리야금특강,주승기
4215,고분자물리학 2,서용석
4217,생체의료용 유기재료,안철희
4219,재료비탄성수치해석,유웅열
4226,에너지환경재료심화연구,장호원
4227,구조재료심화연구,윤재륜
4229,대학원논문연구,강신후
4240,대학원논문연구,김형준
4260,대학원논문연구,주승기
4268,의료용 생체 복합재료,김현이
4270,하이브리드 재료 특강 1,박병우
4274,대학원논문연구 1,김윤영
4281,도시설계세미나 2,Lee Seog Jeong
4282,도시형태론,김미영
4283,환경디자인론,Hong John Sangki
4288,응용동역학,이지운
4289,기초유체역학 및 실험,서일원
4293,건설환경통계학,김영오
4294,도시설계,안건혁
4296,철근콘크리트이론 및 실험2,박자민
4300,원격탐사,김용일
4306,구조진동론,진병무
4310,위치기반정보시스템,유기윤
4311,원격탐사특론,김용일
4312,지리정보시스템특론,유기윤
4313,환경수리학특론,서일원
4317,지반공학특론 2,정충기
4323,교통.IT융합시스템,고승영
4324,고급철근콘크리트설계,이재훈
4325,토목지질공학특론,김용일
4326,건설정보시스템 관리,지석호
4337,대학원논문연구,유기윤
4348,물리화학 2,윤제용
4352,화학생물공학기초실험,이승종
4357,응용생화학,김병기
4358,열 및 물질전달,정인
4360,화학생물합성실험,한지숙
4362,화학생물합성실험,김병수
4366,화학생물공정실험,조재영
4367,화학생물공정실험,이승종
4368,공정제어 및 설계,남재욱
4372,분리공정,이윤우
4373,전기화학,이규태
4374,분자생물공학,한지숙
4375,화학산업경영,조재영
4376,창의연구,김병기
4378,창의연구,이종찬
4379,창의연구,이원보
4381,생물반응공학,김병수
4384,고분자유변학,안경현
4385,전기화학특론,오승모
4386,에너지공학,이규태
4388,화학산업 대학원세미나,이승종
4419,에너지정책세미나,강윤영
4424,핵변환공학,황일순
4427,에너지시스템공학특강,조형규
4428,에너지시스템공학특강,Takuji Oda
4433,암반응력해석,전석원
4434,중성자수송론,심형진
4435,원자로열전달특강,김응수
4456,의학영상응용,박광석
4457,의료정보시스템설계,최진욱
4458,마이크로머신과 바이오로봇공학,Sungwan Kim
4459,바이오엔지니어링 특강,Nathaniel Suk-Yeon Hwang
4460,바이오엔지니어링 특강,서상우
4462,기술경영경제정책방법론,최병권
4466,기술경영경제정책세미나,한훈
4467,기술경영계량분석,김연배
4469,신기술패러다임분석론,정두희
4470,첨단기술과 창업,클라우스
4472,기술혁신의 이론과 실제,황정아
4475,지적재산권관리론,임소진
4476,에너지경영정책론,김연배
4477,정보기술응용론,김기배
4478,신기술확산론,박군호
4481,산업경영정책사례분석,백선우
4482,기술경영경제정책문제연구,강진아
4490,에너지화학,조희찬
4491,에너지GIS,박형동
4493,에너지자원 수치해석,최종근
4495,지질공학,박형동
4497,에너지자원공학 독립학습,정은혜
4499,자원개발공학,전석원
4500,해저 배관망 유동 견실성,서유택
4502,대학원논문연구 2,장범선
4503,융합 지식의 실무 응용 1,이강원
4504,나노과학기술입문,송윤규
4507,나노과학의 핵심개념: 광학 및 광자학,송윤규
4510,나노과학기술세미나2,김연상
4511,나노소재화학특강,이강원
4521,코어 디지털 하드웨어,안정호
4523,지능형융합시스템특강,곽노준
4531,신약개발을 위한 분자영상,이동수
4546,영상중재시술학,이원진
4555,수리정보과학 특강,박상준
4560,교육봉사활동,나승일
4562,직업 및 진로지도,이찬
4563,교육실습,나승일
4564,바이오시스템·소재학개론,이중용
4567,식물생산과학개론,SEGONZAC CECILE MARIE HELENE
4568,응용생물화학개론,이시혁
4569,조경·지역시스템공학개론,송인홍
4570,통계학개론 및 실습,원성호
4571,농업법개론,이정재
4573,분자유전학,허진회
4575,분자생물학특강,최양도
4576,기기분석,김정한
4577,작물수분생리론,김도순
4578,사료작물학,김광수
4579,작물유전체분석론,양태진
4580,농학세미나 2,양태진
4582,세포유전학,백남천
4591,과수학특론,이희재
4592,조경식물학특론,김기선
4593,원예생명공학세미나 2,최도일
4594,원예산물관리학특론,이은진
4596,원예생명공학세미나 4,최도일
4606,산업인력개발세미나 1,최수정
4607,기업교육론,전영욱
4608,산업인력개발세미나 2,정진철
4609,산업인력개발통계학,최수정
4610,산업인력개발평가특강,정진철
4611,직무분석과 자격체계,이찬
4624,농산물품질과학,서학수
4627,과수학 및 실험,이희재
4633,조경식물학 및 실습,김기선
4638,분석화학 및 실험,이종화
4640,곤충학및실험,이광범
4642,응용곤충학 및 실험,이시혁
4644,생명유기화학실험,김수언
4645,응용생명화학실험1,김정한
4646,응용생명화학실험2,신찬석
4649,농업환경미생물학,가종억
4652,곤충독성학개론,이시혁
4655,응용생물학실험 1,김국형
4657,응용위험분석,김관수
4661,농산물무역정책연구,김한호
4669,대학원논문연구,최영찬
4676,인적자원경제학,정진화
4680,지역개발론,남수연
4681,농식품브랜드경영의 이해,문정훈
4683,지속가능성 경제론,Hong Sok(Brian) Kim
4686,식품 및 바이오기업전략,문정훈
4688,국제자연환경관리실습,김성일
4692,산림환경학연구,강규석
4693,보호지역과 사회,김성일
4694,수목생리학특강,김현석
4697,산림유역관리 및 모델링,임상준
4708,목재물리학 및 실험,여환명
4709,환경재료과학,이학래
4710,펄프공학 및 실험,윤혜정
4714,제지공정특강,윤혜정
4715,목재특수건조론,여환명
4716,탈묵 및 고지재활용기술,이학래
4723,영양학,문태화
4724,식품분석실험,문태화
4728,식품생화학실험,장판식
4731,동물자원과학실험,김유용
4734,동물내분비학 및 실험,최윤재
4737,경제동물생산학 및 실험,최윤재
4738,동역학,김학진
4742,정밀농업시스템공학,김학진
4743,바이오센서·생체계측 및 실험,조성인
4747,바이오시스템공학세미나 2,이중용
4748,농산가공기계설계,김기석
4749,농업기계설계특강,박영준
4759,고분자재료 및 공정,이기훈
4760,고분자화학 2,김태일
4761,바이오소재실험 2,박영환
4762,천연고분자2,이기훈
4765,셀룰로오스화학,박영환
4766,천연고분자신소재,이기훈
4767,바이오소재공학세미나 2,박영환
4768,고분자레올로지,박종신
4769,대학원논문연구,박영환
4774,조경드로잉 및 매체,윤희연
4781,동양조경의 역사와 이론,김성균
4786,도시조경설계론,정욱주
4794,응용공학수학 2,김성배
4800,지역기반조성공학 및 설계,송인홍
4803,공기유동해석응용,이인복
4804,유역비점오염모델링,강문성
4805,지역정보공학특강,최진용
4815,진핵미생물유전체학,이용환
4817,동물내분비학특강,이창규
4818,동물세포배양학특강,최윤재
4819,대사공학,오기봉
4821,수병학 및 실험,김국형
4822,곤충생리학 및 실험,이광범
4823,식품단백질,문태화
4825,실험디자인과 논문작성,임정묵
4826,학위논문세미나,서정용
4828,천연물화학,김수언
4829,토양물리학,노희명
4831,곤충생태연구방법론,이준호
4832,식품미생물대사공학,서진호
4836,생리활성물질탐색론,안용준
4837,농생명공학콜로퀴엄 2,김민균
4838,축산학세미나 2,임정묵
4839,반추동물영양생리학특론,백명기
4840,응용생명화학세미나 2,김수언
4842,곤충학세미나 2,이시혁
4844,기능성식품학특강,이기원
4845,대학원논문연구,문태화
4858,대학원논문연구,최윤재
4861,대학원논문연구,김수언
4874,대학원논문연구,안용준
4879,녹색경제의 이해,홍종호
4882,환경분석 및 계획,임상준
4884,환경경영 실습(인턴과정),박미선
4885,환경경영세미나,김태형
4887,실험설계와 과학논문작성,박은우
4888,농림기상학세미나 2,박은우
4890,농림기상학 인턴십 2,김현석
4891,농생명유전체학세미나,이용환
4897,조류질병특론,김재홍
4898,동물백신의학,박용호
4900,수의학연구방법론,장구
4902,수의학세미나,이소영
4903,마우스 유전체학 및 발생학,성제경
4909,반려동물임상영양학 특강,윤화영
4915,수의임상케이스 공동토의,최민철
4920,수의조직학 및 실습 2,성제경
4923,수의약리학 및 실습 1,이소영
4927,수의신경과학,윤서연
4928,수의기초임상신경과학,윤서연
4930,수의독성학 및 실습 2,정상희
4937,수의산과학 및 실습 2,장구
4938,수의안과학,서강문
4940,야생동물질병학 및 실습,신남식
4943,전통수의학,서강문
4948,수의 영양학,김용백
4949,대동물병원실습,장구
4953,수의산과학병원실습,장구
4955,수의야생동물질병학병원실습,신남식
4998,수의용어학,유대영
5000,수의유전학개론,유향숙
5001,디자인·공예교육론,강정현
5002,"디자인, 공예 논리 및 논술에 관한 교육",민수홍
5003,평면조형 2,이호욱
5004,평면조형 2,김은형
5005,평면조형 2,민서정
5006,평면조형 2,박선민
5007,입체조형 2,정성모
5008,입체조형 2,백경찬
5009,입체조형 2,한정용
5010,입체조형 2,노진아
5011,입체조형 2,정상현
5012,매체의 기초 2,이승우
5013,매체의 기초 2,백주미
5014,매체의 기초 2,이은영
5015,매체의 기초 2,한승구
5017,한국미술사,최익균
5019,미술교과논리 및 논술에 관한 교육,김형숙
5022,소묘 2,전수경
5023,서예와 전각 2,사공홍주
5027,조형론 2,정혜린
5033,근현대동양회화사,김은희
5034,중국미술사특강,오진이
5035,회화 2,김선정
5038,드로잉 2,허윤희
5043,작가와 작품론 2,김정희
5047,작품연구: 개념의 시각화,강석호
5050,영상 4,강현선
5051,설치 4,이미혜
5052,판화 4,신수진
5068,주형기법,최종희
5070,현대조각론 2,박춘호
5073,3D 미디어 구현기법,임도원
5089,조형론연구 2,서진희
5096,통합매체연구,백승현
5097,서양화전공세미나,강영민
5102,근현대한국미술의 쟁점,조은정
5103,판화와 디지털매체,최혜민
5105,연구작품세미나,김장언
5106,작품발표,신정훈
5108,자연·문화·조각연구 2,신현중
5110,작품연구스튜디오 3-1,신현중
5125,금속공예현장사례연구,노현재
5126,디자인스튜디오 42,백명진
5129,공간행태론,최성호
5132,디자인역사와 비평,김민수
5133,고급디자인스튜디오 2,백명진
5134,고급디자인스튜디오 2,윤주현
5138,디자인스튜디오 72,윤주현
5139,디자인스튜디오 62,박영목
5140,제품디자인문화연구,박영목
5144,대학원논문연구,윤주현
5151,도자와 문화 1,황갑순
5153,공예작가론 1,조수현
5158,개별연구 및 세미나 2,김덕호
5161,기초금속공예 2,백경찬
5164,금속공예 2,이승현
5165,장신구 4,민복기
5166,금속재료 및 기법 4,조성호
5167,금속공예 4,서도식
5168,인체와 장식 2,김정후
5169,공간과 장식 2,공주석
5174,AV디자인,임경훈
5176,시각디자인프로젝트 2,이재민
5179,코드 이미지 표현,노수진
5180,사운드매체 표현,강현선
5183,다차원 미디어 스튜디오 2,심철웅
5187,예술과 법,최지선
5194,화성법 및 대위법 2,김규동
5195,화성법 및 대위법 2,송향숙
5198,시창청음 2,심은영
5201,시창청음 2,정영빈
5202,시창청음 2,송향숙
5204,시창청음 2,김대성
5205,건반화성,강효지
5208,화성법 및 대위법 4,박윤경
5210,화성법 및 대위법 4,배승혜
5211,화성법 및 대위법 4,김태희
5217,시창청음 4,정영빈
5218,시창청음 4,배승혜
5223,음악분석 2,안소영
5224,음악분석 2,김수혜
5229,연주,백주영
5232,지휘법 2,김덕기
5234,음악분석 4,안소영
5239,음악교육론,민경훈
5242,음악사회학연구,이장직
5244,합창지휘법연구,임한귀
5246,합창,이영만
5252,성악실기,박세원
5259,성악실기,윤아르나
5279,오페라코칭 2,이경재
5281,오페라워크숍 2,이경재
5282,현대가곡,김지현
5283,영미가곡,박온유
5290,전공실기(성악),박세원
5291,전공실기(성악),강병운
5293,전공실기(성악),이세진
5299,음악심리학연구,이석원
5303,현대음악미학연구,강지영
5304,대위법(작곡) 2,최우정
5305,화성법(작곡) 2,전상직
5306,멀티미디어 음악입문,이돈응
5315,화성법(작곡) 4,전상직
5318,지휘실기,김덕기
5319,전자음악 이론 및 실습 2,남상봉
5329,음악연구방법론,강용식
5330,인도음악,김창수
5335,현악문헌연구,유선아
5341,전공실기(피아노),이윤수
5342,전공실기(피아노),손은정
5349,전공실기(관악),김영률
5364,피아노실기,김형배
5365,피아노실기,강혜영
5368,피아노실기,김세희
5370,피아노실기,손은정
5373,피아노실기,정선인
5378,피아노실기,권석란
5379,실내앙상블(중주),김형배
5380,실내앙상블(중주),박보윤
5381,실내앙상블(중주),백수진
5382,실내앙상블(중주),이영우
5387,관현악 1,김덕기
5404,관악실기(악기명),Kim Christopher
5406,실내악앙상블(중주),김영률
5418,현악실기(악기명),김현지
5419,현악실기(악기명),송지원
5424,현악실기(악기명),이수민
5425,현악실기(악기명),강윤지
5426,현악실기(악기명),이정란
5427,현악실기(악기명),박노을
5431,현악실기(악기명),허원경
5432,실내악앙상블(중주),김현지
5436,현악문헌 2,유선아
5445,전공실기(국악기악),임재원
5450,전공실기(국악기악),진윤경
5453,전공이론(국악),황준연
5458,국악작곡가특강,하주용
5460,국악관현악,임재원
5462,국악기악실기,임재원
5471,국악기악실기,류지연
5472,국악기악실기,고보석
5475,국악기악실기,김기엽
5480,국악기악실기,진윤경
5493,창작국악실습,이예진
5496,국악성악실기,김태희
5498,국악성악실기,이주은
5500,국악작곡실기,김승근
5501,국악작곡실기,김대성
5525,현악실기(전공악기명),윤영숙
5530,국악기악실기(전공악기명),임재원
5537,국악기악실기(전공악기명),이난초
5540,국악기악실기(전공악기명),이주은
5545,고음악연주세미나,장민경
5546,국악고문헌연구,김종수
5548,졸업작품발표 및 공개연주회,최우정
5556,대학원논문연구,박종화
5557,대학원논문연구,이돈응
5559,대학원논문연구,윤영숙
5560,대학원논문연구,이경선
5562,음악일반연구방법론,정문혁
5563,고전주의음악사,민은기
5572,교육철학 및 교육사,방진하
5585,교육방법 및 교육공학,서영지
5588,특수교육학개론,지은
5589,교직실무,이기성
5594,교직실무,구나영
5597,교직실무,정우향
5598,교육과정,유수연
5599,교육과정,서명희
5600,교육과정,김재근
5602,교육과정,이경화
5603,교육과정,김희백
5607,교육평가,박주현
5608,공통사회교과교육론,이진희
5609,독일문화와 영상매체,이시내
5610,교육심리학,신종호
5612,프랑스어기초문법 2,김미연
5613,정치와 사회,Heemin Kim
5614,사회와 법률,김현정
5616,일반화학및실험 2,홍훈기
5617,일반생물학및실험 2,김희백
5618,교사를 위한 과학사,오승현
5619,다양한 학습자를 위한 과학 수업,Sonya Nichole Martin
5622,과학논리 및 논술,나지연
5623,과학논리 및 논술,김희백
5624,지속가능발전교육론: 미래 계획과 녹색 성장을 위한 역량 개발,Sonya Nichole Martin
5625,교육학개론,곽덕주
5626,교육학개론,조영환
5628,교육행정학,정동욱
5629,교육학 고전강독,Lynn Ilon
5631,비교교육학,조용환
5632,교육공학,임철일
5633,학습사회와 평생학습,한숭희
5634,교육사,한숭희
5637,교육학교과교육론,지은
5639,영재교육이해,이선영
5640,스마트 학습 설계,조영환
5641,교육인류학연구,조용환
5642,교육지도성이론,엄문영
5643,교육정책론,정동욱
5645,교육철학세미나,방진하
5646,평생교육방법연구,이현경
5648,교수필요 및 과제분석,최효선
5649,상담윤리.법.제도,김인규
5650,교육과 생애사 연구방법론,강대중
5656,대학원논문연구,Lynn Ilon
5670,현대교육철학연구,곽덕주
5672,상담학의 최근 동향과 쟁점,김계현
5674,리더십개발론,조태준
5675,사례연구방법론,왕은자
5679,교육프로그램평가,길혜지
5680,컴퓨터매개학습,유미나
5682,상담현장실습 2,김창대
5685,교육과정이론세미나,소경희
5686,학교교육과정연구,소경희
5688,미술교육과 비평이론,고은실
5689,미술교육과 지역사회,김형숙
5690,음악교육학 2,민경훈
5691,음악교육연구방법,박지현
5694,다문화미술교육연구,조용환
5695,소비자문제분석특강,손상희
5697,고급가정교육연구방법론,이윤주
5699,문학교육원론,김종철
5703,작문교육론,김종철
5704,한국현대산문교육론,우신영
5705,국어사교재강독,민현식
5708,한국현대시교육론,윤여탁
5713,국어교수학습론연구,민병곤
5714,고전산문교육론연구,서유경
5715,국어생활사교육론연구,구본관
5716,한국어교수법연구,김호정
5717,한국문화와 한국어교육연구,윤대석
5719,국어어휘교육론연구,민현식
5720,문학교육사상론연구,고정희
5721,매체언어교육이론연구,윤여탁
5722,국어장르교육론연구,황혜진
5723,한국어평가론연구,최은규
5732,응용언어학연구,민주영
5733,영어교육론연구,장인철
5735,미국문화와 문학연구,신문수
5736,영국문화와 문학연구,윤미선
5741,영어작문 1,Pamela A. You
5747,어휘와 문법 지도법,박지현
5748,미국문학과 미국문화의 이해,신문수
5749,영어교수법,김진완
5750,영국문학과 영국문화의 이해 A,이성호
5751,영미희곡,조연이
5755,영어음운론,양인영
5757,영어형태론연습,양인영
5758,응용언어학연구방법론,소영순
5761,대학원논문연구,신문수
5773,프랑스어교과교육론2,박동열
5774,프랑스문학작품읽기와 지도법 2,차지연
5775,프랑스어교과논리 및 논술,최윤희
5777,프랑스어쓰기지도법 2,신광순
5778,프랑스어교육평가론,심봉섭
5779,프랑스어의사소통교육론,박동열
5786,독어번역연습,신혜선
5788,독어교육세미나-논리 및 논술,LUEF EVA MARIA
5789,독일드라마와 공연예술,신혜선
5790,독문학교수법,안은영
5793,현대독문학교육연구,이시내
5794,한ㆍ독 아동 및 청소년 문학 비교연구,김정용
5800,경제교육특강,조영달
5801,사회교육특강,모경환
5802,역사교육과정론,김태웅
5803,아시아전통사회론,유용태
5804,서양중세사회,김덕수
5806,사회과 교재연구 및 지도법,송현정
5808,사회문화교육연습,이미나
5810,경제교육연습,김경은
5814,사회교육연구방법 1,이미나
5816,사회철학연구,정원규
5827,역사적 사고와 논술,김민정
5829,한국사회경제사,박평식
5831,한국사특강,이지원
5833,역사교육연습,양호환
5834,한국문화연구,서의식
5841,지형학원론,김종욱
5843,지리교육세미나,김효화
5844,도시지리학,신정엽
5845,문화역사지리학,한지은
5846,경제활동과 입지,최영진
5848,사회지리교육론,황진태
5850,토양 및 생태지리학,최광희
5851,기후지형학,김종욱
5852,월드비전교육론특강,최재영
5854,정치지리교육론특강,박배균
5863,남북한사회연구,이슬기
5865,국가와 윤리,허윤회
5867,한국사상사연구,김근호
5868,동양윤리사상특수연구,김병환
5873,미분방정식개론,정상권
5874,선형대수학 2,정상권
5878,현대대수학 2,서아림
5880,수학교재연구 및 지도법,이경화
5881,위상수학 1,최영기
5882,수학사와 수학교육,이은정
5883,위상수학특강 1,최영기
5885,수치해석학1,정상권
5886,수학교육특강 1,권오남
5887,수학교육평가론,유연주
5894,과학교육기초론,이경호
5895,과학교육질적연구법,Sonya Nichole Martin
5897,과학교육세미나 2,정용욱
5898,창의력과과학영재교육,홍옥수
5899,과학교육언어론,이정아
5900,물리수학 및 교육 1,김홍빈
5904,양자물리 및 교육 1,박정우
5907,물리교과 개념의 역사적 발달,지영래
5908,물리학습지도,이경호
5909,물리교육평가,유준희
5911,이론물리학세미나 2,김홍빈
5920,무기화학 2,김명길
5924,화학연구2,유재훈
5926,유기화학특론,유재훈
5931,동물분류학 및 지도법,윤숙희
5932,생태학교육,홍문기
5933,생물과학실험 및 지도법 1,한미희
5939,생물교육세미나 2,전상학
5940,발생학교육특강,전상학
5941,컴퓨터접속생물실험연구,김영수
5948,천체지구과학 및 실험 2,신윤주
5952,지구과학 학습지도 및 교재연구,신윤주
5955,고급 지구과학 교수-학습론,오현석
5962,건강운동과학개론,김희재
5963,기계체조 1(마루운동),김기한
5966,수영 1,김한범
5968,육상 2(필드),주대하
5970,스포츠미디어,김기한
5971,수영 2,김한범
5978,운동학습및심리,권성호
5983,테니스,이온
5993,윈드서핑,권성호
5995,체육교재연구및지도법,박혜연
5996,체육교재연구및지도법,홍애령
5999,야구,박재범
6002,스포츠의학입문,방유선
6003,요가,정희정
6005,체육교육세미나,이옥선
6007,체육철학연구,진현주
6008,운동학습연구,고지현
6009,스포츠심리학연구,권성호
6010,트레이닝이론,문효열
6013,체육교수이론특강,조기희
6014,근신경생리,이호준
6015,스포츠상해 및 재활,이세용
6016,장애인체육프로그램운영론특강,이규진
6018,스포츠인문학,김기한
6024,스포츠개발론,김유겸
6025,스포츠마케팅연구,김유겸
6028,초등체육교육특강,이옥선
6029,스포츠사회학특강,권오상
6030,여가 및 레크리에이션특강,이문진
6031,스포츠조직특강,김유겸
6049,도시환경론,주형선
6050,환경교육연구방법론,김남수
6051,교육과 성 평등,홍문숙
6052,국제교육론,유성상
6054,생체계측공학특강,김희찬
6055,의료정보시스템특강,최진욱
6057,실험동물학개론,강병철
6058,법과학개론 2,이숭덕
6059,고병리학연구의 최신지견,신동훈
6069,진단검사의학 및 실습,이동순
6085,임상수행능력종합훈련 및 평가,조영민
6086,직업환경의학,홍윤철
6088,종합의학 2,조영민
6091,근거중심임상예방의료개론,박병주
6093,바이오메디칼 특허의 출원 및 권리행사,김미경
6094,의과학기술과 관련된 법과 정책,김미경
6095,소화관병리학,강경훈
6096,간병리학,이경분
6097,의료관리학연구방법세미나,도영경
6098,리켓치아학,국윤호
6099,분자면역학,석승혁
6100,만성병역학특론,신애선
6101,원충감염면역학,신은희
6121,대학원논문연구,권성근
6127,대학원논문연구,권형민
6132,대학원논문연구,김남중
6146,대학원논문연구,김영환
6157,대학원논문연구,김인원
6169,대학원논문연구,김진희
6170,대학원논문연구,김철호
6179,대학원논문연구,나기영
6191,대학원논문연구,박계현
6212,대학원논문연구,백선하
6226,대학원논문연구,신종환
6234,대학원논문연구,안혁
6241,대학원논문연구,오종진
6250,대학원논문연구,윤보현
6263,대학원논문연구,이병란
6284,대학원논문연구,이해영
6291,대학원논문연구,임청
6300,대학원논문연구,정경천
6336,대학원논문연구,황영일
6337,대학원논문연구,황응수
6339,대학원논문연구,황진영
6346,대학원논문연구,이윤성
6354,병원의 역사특론,김옥주
6356,환경독성학,민경복
6357,의료법학 1,유성호
6360,성의학이해,손환철
6362,노인병학,김광일
6363,뇌신경마취과학,박희평
6365,태아의학,김재원
6366,심실보조장치 및 인공장기특강,김관민
6367,소생의학,서길준
6368,주술기수혈의학,황진영
6369,신경병리학개론,최기영
6370,신경인성방광의 이해,백재승
6371,의학입문자를 위한 우리몸의 구조이해,손철호
6372,분자내분비학특강,문민경
6374,노인종양학,김지현
6375,소아뇌신경과학,김기중
6376,건강검진의학,박진호
6377,의학교육과정개발과 평가,신좌섭
6378,감염병학,김남중
6379,대장항문병학개관,박규주
6380,소화기외과학개관,양한광
6381,최신소아내분비학개론,신충호
6382,뇌혈관외과학,정영섭
6383,비뇨기과학특론,곽철
6384,안광학,김태우
6385,근접치료법연구,김학재
6386,폐경기학,김재원
6387,심장마취,이평복
6388,장기이식마취,정철우
6389,흉부영상의학,이창현
6390,중재적영상의학,정진욱
6391,혈관질환연구,민승기
6392,유방재건술,장학
6393,종양생물학방법론,정준호
6394,분자세포생물학개론 2,구자록
6395,종양생물학특론,정준호
6396,약물이상반응과 과민반응,강혜련
6397,임상시험세미나 2,Lee Hyeong Ki
6400,우수의과학자특강,김혜영
6402,종양의학 각론,정준호
6403,감염면역,박정규
6405,유전체의학,김영수
6406,세포분자생리학세미나,서인석
6407,의학영상시스템,이재성
6409,종양면역,서상욱
6410,생체신호의 분자생물학적 이해,권용태
6411,인체세포 및 조직배양,구자록
6433,대학원논문연구,연제인
