,교과목명,주담당교수
5797,응용언어학,오선영
5798,영어수업연구,Heather L. Caban
5800,영국소설연구,민병천
5801,응용언어학연구방법론,김진완
5802,영어통사론연구,심창용
5803,영어학연습,양현권
5804,영어교수법특강,이병민
5805,대학원논문연구,양현권
5813,연구방법과 영어논문작성,Victoria H. Jo
5814,초급프랑스어회화 2,Heloise Reynaud du Boisbaudry
5815,프랑스어학습문법 2,심봉섭
5816,프랑스어회화연습 2,Heloise Reynaud du Boisbaudry
5817,프랑스언어학의 이해 2,전재연
5818,프랑스문학개관 2,김진하
5819,프랑스어교과교육론2,홍승현
5820,프랑스어교과논리 및 논술,윤선영
5821,프랑스어회화연습4,Heloise Reynaud du Boisbaudry
5822,프랑스어쓰기지도법 2,유현영
5823,프랑스어의미론 및 화용론연구,장승일
5824,프랑스어학특강,박동열
5825,프랑스어교육과 응용언어학,심봉섭
5830,중급독어회화실습,정고은
5831,학습독작문,정고은
5832,독일청소년문학,안은영
5833,독어번역연습,LUEF EVA MARIA
5834,독어학입문,성상환
5835,독어교육세미나-논리 및 논술,민향기
5836,독문학교수법,권오현
5837,독어토론연습,정고은
5838,상호문화소통과 독어교육,LUEF EVA MARIA
5839,독일아동및청소년문학연구,김정용
5840,독어학이론,성상환
5845,비교사회교육연습,모경환
5846,사회교육철학특강,정원규
5847,역사교육목적론,양호환
5848,한국대외관계사특강,김태웅
5849,한국중세사론,박평식
5850,사회와철학,옹진환
5851,사회교육과조사방법,김태한
5852,경제윤리와 경제교육,김태환
5853,사회과 교재연구 및 지도법,모경환
5854,현실정치와 시민교육,이윤주
5855,사회문화교육연습,정숙금
5856,법교육연습,박성혁
5857,경제교육연습,정영선
5858,시민경제교육과시장경제,조형우
5859,비판적 시민교육,임정수
5860,사회과학방법론,정원규
5861,노동시장과 시민교육,이미나
5862,법교육연구,박성혁
5863,한국사상과시민교육,조영달
5864,대학원논문연구,이미나
5868,국사교육강독,박평식
5869,한국정치제도사,서의식
5870,한국근대사,정상우
5871,서양고대사,김덕수
5872,서양근대사,김정인
5873,역사교육론,양호환
5874,역사적 사고와 논술,김성자
5875,한국중세사,안지원
5876,한국사회경제사,김태웅
5877,한국현대사,김정인
5878,서양사특강,이시연
5879,서양사교재연구,김덕수
5880,한국고대사연구의 동향,서의식
5881,동양사회경제사의쟁점,유용태
5883,대학원논문연구,양호환
5888,지형학원론,변종민
5889,경제지리교육론,Douglas Roger Gress
5890,문화역사지리학,신성희
5891,정치지리학개론,박배균
5892,지리정보체계와 지리교육,조대헌
5893,교통지리교육론,박용하
5894,공간분석과 지리교육,이상일
5895,지리정보기술 기반 참여 지리교육,이진희
5896,지리교육론특강,최재영
5898,정치지리교육론연구,박배균
5902,대학원논문연구,박배균
5905,한국윤리사상,김병환
5906,도덕가치교육론,이인태
5907,사회윤리,박찬구
5908,동양인성론과 동양우주론,박원재
5909,통일문제연구,박성춘
5910,다문화와 국제윤리,박성춘
5911,정치사상교육론,손경원
5912,생명과 윤리,강미정
5913,현대도덕교육이론연구,정창우
5914,공동체교육연구,이혜경
5915,다문화교육과 통일교육,김병연
5916,한국사상특수연구,정환희
5917,대학원논문연구,박찬구
5922,해석개론 2,김원자
5923,미분방정식개론,권세란
5924,선형대수학 2,서아림
5925,정수론,권오남
5926,수학교육과 교육공학,조한혁
5927,확률론,유연주
5928,현대대수학 2,김서령
5929,다변수함수론,김주선
5930,수학교재연구 및 지도법,이은정
5931,위상수학 1,서아림
5932,수치해석,정상권
5933,컴퓨터와 수학교육특강,조한혁
5934,조합행렬론특강,김서령
5935,수학교육과정론,권오남
5936,대학원논문연구,조한혁
5941,과학교육질적연구법,이현옥
5942,과학교육양적연구법,김민기
5943,창의력과과학영재교육,김민철
5944,과학의 본질과 과학교육,이경호
5945,과학교육포럼 2,최승언
5946,과학교육언어론,김찬종
5947,물리수학 및 교육 1,김은숙
5948,역학 및 교육 2,김은숙
5949,전자기 및 교육 1,채승철
5950,물리실험 및 시범 2,전동렬
5951,양자물리 및 교육 1,유준희
5952,음향학탐구 및 교육,박정우
5953,물리교육실험,전동렬
5954,고체물리학특강,채승철
5955,물리교육특강,이경호
5962,유기화학 2,유재훈
5963,물리화학 1,정대홍
5964,분석화학 2,홍훈기
5965,유기화학실험,유재훈
5966,무기화학 2,Junhua Yu
5967,물리화학실험,정대홍
5968,화학교재연구 및 지도법,김경순
5969,화학교육실험,노태희
5970,화학연구2,노태희
5971,현장과 소통하는 과학교육콜로키움,정대홍
5972,화학교육특론,노태희
5973,고급유기화학,유재훈
5974,나노물질의 생물학적 응용,Junhua Yu
5976,대학원논문연구,홍훈기
5980,동물분류학 및 지도법,정지범
5981,생태학교육,김재근
5982,생물과학실험 및 지도법 1,김재근
5983,동물생리학교육,이준규
5984,유전학교육,전상학
5985,분자생물학교육,이준규
5986,현대생물실험 및 지도법,이준규
5987,환경과 교육,한미희
5988,생물교재연구,김영수
5989,생물교육연구세미나 2,김영수
5990,유전학교육특강,전상학
5996,고체지구물리학 및 실험 2,서기원
5997,고체지구과학 및 실험 2,최변각
5998,천체지구과학 및 실험 2,최승언
5999,대기지구과학 및 실험 2,박경애
6000,해양지구과학 및 실험 2,박경애
6001,지구과학야외실습,최변각
6002,지구과학 학습지도 및 교재연구,김찬종
6003,연근해해양학,박지은
6004,고급지구물리학연습,이춘기
6008,대학원논문연구,최변각
6011,기계체조 1(마루운동),백승호
6012,기계체조 1(마루운동),임대환
6013,수영 1,박일혁
6015,체육사.철학,나영일
6016,육상 2(필드),문민권
6018,수영 2,류윤지
6019,특별활동,김연수
6020,체육측정평가,김양혁
6023,한국무용,김경숙
6024,운동학습및심리,김선진
6025,운동학습및심리,신명진
6026,교육무용,이윤경
6027,기능해부학,방유선
6030,무용사,김경숙
6031,테니스,김종호
6032,요트,유흥주
6033,국궁,최석규
6034,운동생리학,송욱
6035,수영 3,류윤지
6036,하키,유영채
6037,스포츠사회학,김한범
6038,발레,임수진
6039,무용창작론,김지윤
6040,배드민턴,박소연
6041,윈드서핑,권순용
6043,체육교재연구및지도법,최의창
6044,트레이닝방법론,문효열
6045,체육논리및논술,이옥선
6047,골프,김동민
6048,스포츠마케팅,임충훈
6049,스포츠의학입문,김연수
6050,요가,구희영
6051,스쿠버다이빙,임충훈
6052,장애유형별 특수체육원리,김동민
6053,스포츠교육학연구,이옥선
6054,스포츠사회학연구,권순용
6056,한국체육사연구,나영일
6057,운동제어특강,김민주
6058,운동역학실험,박재범
6059,대사작용과운동,이호준
6060,운동생리학실험,문효열
6062,스포츠인문학,이옥선
6063,스포츠스폰서십,김유겸
6065,스포츠산업론,강준호
6066,스포츠조직론 및 거버넌스,권순용
6067,스포츠인적자원관리론,김유겸
6068,국제스포츠론,임충훈
6069,스포츠이벤트운영론,이충근
6070,스포츠개발론,이충근
6071,스포츠마케팅연구,강준호
6072,국제스포츠협력,이원재
6073,세계체육사특강,서재철
6074,스포츠전문인교육특강,정현우
6075,장애인 체육특강,김권일
6076,운동의학특강,김연수
6077,신체이론특강,김정효
6094,특수아진단및평가,김동일
6095,고급학습장애세미나,김주선
6096,환경교육교수학습방법론,류재명
6097,환경교육프로그램개발,서은정
6098,대기환경론,박병익
6099,유아교육개인연구,최나야
6100,한국교육발전론,유성상
6101,교육개발프로젝트구안,유성상
6103,의학교육방법론개관,이승희
6104,신약개발을 위한 독성실험방법론,강병철
6105,의학교육연구방법,신좌섭
6106,종양조직학특강,강재승
6107,임상의료정보학개론,최진욱
6108,의공학개론 2,김희찬
6109,생명의료윤리특강,김옥주
6110,말라리아학,신은희
6120,마취통증의학,박재현
6121,피부과학,정진호
6122,흉부심장혈관외과학,김영태
6123,신경외과학,김승기
6124,비뇨기과학,오승준
6125,이비인후과학,이재서
6126,안과학,박기호
6127,성형외과학,백롱민
6128,재활의학,정선근
6129,방사선종양학,우홍균
6130,지역사회의학,강영호
6131,임상특과,장인진
6132,의학연구,박중신
6133,임상수행능력종합훈련 및 평가,이해영
6134,직업환경의학,민경복
6135,환자-의사-사회 5,이숭덕
6136,종합의학 2,이해영
6137,임상통합연습,임재준
6139,의학통계론,박병주
6140,폐병리학,정진행
6141,세균의병원성총론,국윤호
6142,면역계기능,석승혁
6143,지역사회의학세미나,강영호
6147,대학원논문연구,강성범
6152,대학원논문연구,강현승
6163,대학원논문연구,권오기
6168,대학원논문연구,김규한
6178,대학원논문연구,김선회
6186,대학원논문연구,김용태
6187,대학원논문연구,김우선
6188,대학원논문연구,김웅한
6189,대학원논문연구,김윤
6190,대학원논문연구,김이경
6194,대학원논문연구,김종민
6199,대학원논문연구,김진욱
6202,대학원논문연구,김한석
6204,대학원논문연구,김현경
6210,대학원논문연구,김홍빈
6218,대학원논문연구,민경복
6219,대학원논문연구,민승기
6232,대학원논문연구,박상원
6234,대학원논문연구,박성혜
6238,대학원논문연구,박재현
6241,대학원논문연구,박철기
6242,대학원논문연구,박흥우
6244,대학원논문연구,방영주
6246,대학원논문연구,백구현
6249,대학원논문연구,서경석
6250,대학원논문연구,서길준
6253,대학원논문연구,서창석
6257,대학원논문연구,송은영
6260,대학원논문연구,신애선
6263,대학원논문연구,신찬수
6266,대학원논문연구,신희영
6267,대학원논문연구,안규리
6273,대학원논문연구,오승하
6274,대학원논문연구,오윤규
6277,대학원논문연구,우홍균
6281,대학원논문연구,유정희
6283,대학원논문연구,윤강섭
6284,대학원논문연구,윤병우
6293,대학원논문연구,이경민
6305,대학원논문연구,이유진
6306,대학원논문연구,이윤종
6309,대학원논문연구,이재서
6314,대학원논문연구,이준우
6318,대학원논문연구,이태승
6321,대학원논문연구,이현주
6326,대학원논문연구,장윤석
6327,대학원논문연구,장진영
6330,대학원논문연구,전윤경
6331,대학원논문연구,전윤석
6332,대학원논문연구,정기영
6333,대학원논문연구,정선근
6346,대학원논문연구,주권욱
6350,대학원논문연구,최민호
6358,대학원논문연구,한서경
6364,대학원논문연구,홍성규
6367,대학원논문연구,홍윤호
6370,대학원논문연구,최영민
6372,대학원논문연구,오승준
6375,대학원논문연구,이활
6376,대학원논문연구,정해일
6378,대학원논문연구,한일규
6383,대학원논문연구,홍윤지
6386,고대 및 중세의 건강과 질병의 역사특론,황상익
6387,근대 및 현대의 건강과 질병의 역사특론,김옥주
6388,의료법학 2,유성호
6389,의료분쟁각론 1,이숭덕
6391,의학입문,홍윤철
6392,바이오연구를 위한 동물실험방법론,강병철
6393,류마티스학,이은영
6394,분자진단학 1,박성섭
6395,자가면역질환론,이윤종
6396,발성의 이해,안순현
6397,마취과에서 사용되는 공학기술,이평복
6398,알레르기학개론,강혜련
6399,안구운동신경생리학,김지수
6400,응급의료체계,신상도
6401,혈액학특강,윤성수
6402,뇌의 기능영상연구,최승홍
6403,복부영상의학개론,한준구
6404,폐병태생리연구,서정화
6405,조혈모세포이식개론,강형진
6406,분자핵영상의학,천기정
6407,의학입문자를 위한 우리몸의 구조이해,김선미
6408,분자내분비학특강,김상완
